Name,Handedness,Height,Weight,BMI,Batting Average,Homerun Count
Barbaro Garbey,Righty,70,170,29.1428571429,0.267,11
Rufino Linares,Righty,72,170,28.3333333333,0.27,11
Jeff Stone,Lefty,72,175,29.1666666667,0.277,11
Tom Seaver,Righty,73,195,32.0547945205,0.154,12
Sonny Siebert,Righty,75,190,30.4,0.173,12
Dan Briggs,Lefty,72,180,30,0.195,12
Jim Mason,Lefty,74,185,30,0.203,12
Jackie Hernandez,Righty,71,165,27.8873239437,0.208,12
Alan Knicely,Righty,72,190,31.6666666667,0.213,12
Bob Forsch,Righty,76,200,31.5789473684,0.213,12
Larry Haney,Righty,74,195,31.6216216216,0.215,12
John Stephenson,Lefty,71,180,30.4225352113,0.216,12
Larry Cox,Righty,70,178,30.5142857143,0.221,12
Tommie Reynolds,Righty,74,190,30.8108108108,0.226,12
Dick Phillips,Lefty,72,180,30,0.229,12
Doug Clemens,Lefty,72,180,30,0.229,12
Kiko Garcia,Righty,71,180,30.4225352113,0.239,12
Garry Hancock,Lefty,72,175,29.1666666667,0.247,12
Larry Harlow,Lefty,74,185,30,0.248,12
Brian Asselstine,Lefty,73,175,28.7671232877,0.254,12
Bobby Valentine,Righty,70,189,32.4,0.26,12
Rich Coggins,Lefty,68,170,30,0.265,12
Ron Pruitt,Righty,72,185,30.8333333333,0.269,12
Tim Corcoran,Lefty,71,175,29.5774647887,0.27,12
Fergie Jenkins,Righty,77,205,31.9480519481,0.165,13
Steve Carlton,Lefty,76,210,33.1578947368,0.201,13
Vic Harris,Switch-hitter,71,165,27.8873239437,0.217,13
Jim Anderson,Righty,72,170,28.3333333333,0.218,13
Kevin Bell,Righty,72,195,32.5,0.222,13
Bob Burda,Lefty,71,174,29.4084507042,0.224,13
Mike Fiore,Lefty,72,175,29.1666666667,0.227,13
Tommie Aaron,Righty,75,190,30.4,0.229,13
Ted Kubiak,Switch-hitter,72,175,29.1666666667,0.231,13
Danny Goodwin,Lefty,73,195,32.0547945205,0.236,13
Gary Woods,Righty,74,185,30,0.243,13
Rick Joseph,Righty,73,192,31.5616438356,0.243,13
Steve Dillard,Righty,73,180,29.5890410959,0.243,13
Roberto Pena,Righty,68,170,30,0.245,13
Sandy Alomar,Switch-hitter,69,140,24.347826087,0.245,13
Rafael Santana,Righty,73,165,27.1232876712,0.246,13
Tito Landrum,Righty,71,175,29.5774647887,0.249,13
'Tom O''Malley',Lefty,72,180,30,0.256,13
Richie Scheinblum,Switch-hitter,73,180,29.5890410959,0.263,13
Bill Plummer,Righty,73,190,31.2328767123,0.188,14
Bob Uecker,Righty,73,190,31.2328767123,0.2,14
John Hale,Lefty,74,195,31.6216216216,0.201,14
Darrel Chaney,Switch-hitter,74,188,30.4864864865,0.217,14
Jim Beauchamp,Righty,74,190,30.8108108108,0.231,14
Vern Fuller,Righty,73,170,27.9452054795,0.232,14
Paul Popovich,Switch-hitter,72,175,29.1666666667,0.233,14
Tim Harkness,Lefty,74,182,29.5135135135,0.235,14
Dave Edwards,Righty,72,170,28.3333333333,0.237,14
Ed Stroud,Lefty,71,180,30.4225352113,0.237,14
Phil Gagliano,Righty,73,180,29.5890410959,0.238,14
Mickey Klutts,Righty,71,170,28.7323943662,0.241,14
Tom Veryzer,Righty,73,175,28.7671232877,0.241,14
Ken Hubbs,Righty,74,175,28.3783783784,0.247,14
Rod Gilbreath,Righty,74,180,29.1891891892,0.248,14
Greg Pryor,Righty,72,180,30,0.25,14
Johnny Oates,Lefty,71,188,31.7746478873,0.25,14
Don Kessinger,Switch-hitter,73,170,27.9452054795,0.252,14
Bob Molinaro,Lefty,72,190,31.6666666667,0.264,14
Ken Retzer,Lefty,72,185,30.8333333333,0.264,14
Bubba Morton,Righty,70,175,30,0.267,14
Dane Iorg,Lefty,72,180,30,0.276,14
Ray Oyler,Righty,71,165,27.8873239437,0.175,15
Rick Wise,Righty,73,180,29.5890410959,0.195,15
Dick Simpson,Righty,76,176,27.7894736842,0.207,15
Don Leppert,Righty,74,220,35.6756756757,0.229,15
Gene Michael,Switch-hitter,74,183,29.6756756757,0.229,15
Jerry May,Righty,74,190,30.8108108108,0.234,15
Doc Edwards,Righty,74,215,34.8648648649,0.238,15
Danny Thompson,Righty,72,183,30.5,0.248,15
Dave Chalk,Righty,70,175,30,0.252,15
Larry Bowa,Switch-hitter,70,155,26.5714285714,0.26,15
Daryl Sconiers,Lefty,74,185,30,0.265,15
Wayne Krenchicki,Lefty,73,180,29.5890410959,0.266,15
Steve Huntz,Switch-hitter,73,204,33.5342465753,0.206,16
Ned Yost,Righty,73,190,31.2328767123,0.212,16
Jim Nettles,Lefty,72,186,31,0.22,16
Dick Billings,Righty,73,195,32.0547945205,0.227,16
Glenn Borgmann,Righty,76,210,33.1578947368,0.229,16
Wayne Comer,Righty,70,175,30,0.229,16
Pepe Mangual,Righty,70,157,26.9142857143,0.242,16
Joe Wallis,Switch-hitter,71,180,30.4225352113,0.244,16
Ellie Rodriguez,Righty,71,185,31.2676056338,0.245,16
Dave Marshall,Lefty,73,182,29.9178082192,0.246,16
Dick Howser,Righty,68,155,27.3529411765,0.248,16
Denny Doyle,Lefty,69,175,30.4347826087,0.25,16
Terry Francona,Lefty,73,190,31.2328767123,0.274,16
Ted Ford,Righty,70,180,30.8571428571,0.219,17
Billy Smith,Switch-hitter,74,185,30,0.23,17
Rob Picciolo,Righty,74,185,30,0.234,17
Fernando Gonzalez,Righty,70,165,28.2857142857,0.235,17
Doug Ault,Righty,75,200,32,0.236,17
Chuck Harrison,Righty,70,185,31.7142857143,0.238,17
Ron Roenicke,Switch-hitter,72,180,30,0.238,17
Bob Brower,Righty,71,185,31.2676056338,0.242,17
Ray Webster,Lefty,72,185,30.8333333333,0.244,17
Tony Scott,Switch-hitter,72,164,27.3333333333,0.249,17
Rick Bosetti,Righty,71,185,31.2676056338,0.25,17
Hosken Powell,Lefty,73,175,28.7671232877,0.259,17
Doug Camilli,Righty,71,195,32.9577464789,0.199,18
Jim Price,Righty,72,192,32,0.214,18
Hector Torres,Righty,72,175,29.1666666667,0.216,18
Chris Cannizzaro,Righty,72,190,31.6666666667,0.235,18
Harry Spilman,Lefty,73,180,29.5890410959,0.237,18
Bruce Benedict,Righty,73,175,28.7671232877,0.242,18
Willie Norwood,Righty,72,185,30.8333333333,0.242,18
Johnny Jeter,Righty,73,180,29.5890410959,0.244,18
Elliott Maddox,Righty,71,180,30.4225352113,0.261,18
Rick Leach,Lefty,73,180,29.5890410959,0.268,18
Rudy Law,Lefty,73,165,27.1232876712,0.271,18
Gary Allenson,Righty,71,185,31.2676056338,0.221,19
Bill Voss,Lefty,74,160,25.9459459459,0.227,19
Cap Peterson,Righty,74,195,31.6216216216,0.23,19
Bobby Clark,Righty,72,190,31.6666666667,0.239,19
Ron Hodges,Lefty,73,185,30.4109589041,0.24,19
Jim Holt,Lefty,72,180,30,0.265,19
Alan Bannister,Righty,71,170,28.7323943662,0.27,19
Doug Frobel,Lefty,76,196,30.9473684211,0.201,20
Dave Campbell,Righty,73,180,29.5890410959,0.213,20
Steve Swisher,Righty,74,205,33.2432432432,0.216,20
Bob Jones,Lefty,74,195,31.6216216216,0.221,20
Rick Renick,Righty,72,188,31.3333333333,0.221,20
Carmen Fanzone,Righty,72,200,33.3333333333,0.224,20
Rich McKinney,Righty,71,185,31.2676056338,0.225,20
Mark Belanger,Righty,73,170,27.9452054795,0.228,20
Steve Lombardozzi,Righty,72,175,29.1666666667,0.233,20
Chuck Hiller,Lefty,71,170,28.7323943662,0.243,20
Dave Nelson,Righty,70,160,27.4285714286,0.244,20
Fran Healy,Righty,77,220,34.2857142857,0.25,20
Larvell Blanks,Righty,68,167,29.4705882353,0.253,20
Ike Brown,Righty,72,190,31.6666666667,0.256,20
Garth Iorg,Righty,71,170,28.7323943662,0.258,20
Billy North,Switch-hitter,71,185,31.2676056338,0.261,20
Ron Washington,Righty,71,155,26.1971830986,0.261,20
Thad Bosley,Lefty,75,175,28,0.272,20
Jerry Narron,Lefty,75,205,32.8,0.211,21
Dick Nen,Lefty,74,200,32.4324324324,0.224,21
Tom Satriano,Lefty,73,185,30.4109589041,0.225,21
Dave McKay,Switch-hitter,73,195,32.0547945205,0.229,21
Bobby Mitchell (R),Righty,75,185,29.6,0.235,21
Joe Gaines,Righty,73,190,31.2328767123,0.241,21
Hal Breeden,Righty,74,200,32.4324324324,0.243,21
Jerry White,Switch-hitter,70,164,28.1142857143,0.253,21
Ivan DeJesus,Righty,71,175,29.5774647887,0.254,21
Biff Pocoroba,Switch-hitter,70,175,30,0.257,21
Jim Wohlford,Righty,71,175,29.5774647887,0.26,21
John Wathan,Righty,74,205,33.2432432432,0.262,21
Dave Cash,Righty,71,170,28.7323943662,0.283,21
Tom Egan,Righty,76,218,34.4210526316,0.2,22
Jerry Buchek,Righty,71,185,31.2676056338,0.22,22
Johnnie LeMaster,Righty,74,165,26.7567567568,0.222,22
Nelson Mathews,Righty,76,195,30.7894736842,0.223,22
Johnny Lewis,Lefty,73,189,31.0684931507,0.227,22
Angel Mangual,Righty,70,178,30.5142857143,0.245,22
Roger Freed,Righty,72,190,31.6666666667,0.245,22
Marty Perez,Righty,71,160,27.0422535211,0.246,22
Tom Hutton,Lefty,71,180,30.4225352113,0.248,22
Jack Hiatt,Righty,74,190,30.8108108108,0.251,22
Reid Nichols,Righty,71,165,27.8873239437,0.266,22
Felix Millan,Righty,71,172,29.0704225352,0.279,22
Glenn Beckert,Righty,73,190,31.2328767123,0.283,22
Julio Cruz,Switch-hitter,69,165,28.6956521739,0.237,23
Chuck Schilling,Righty,70,160,27.4285714286,0.239,23
Glenn Hoffman,Righty,73,175,28.7671232877,0.242,23
Alex Trevino,Righty,70,165,28.2857142857,0.249,23
Bob Dernier,Righty,72,160,26.6666666667,0.255,23
Bob Montgomery,Righty,73,195,32.0547945205,0.258,23
Duane Josephson,Righty,72,190,31.6666666667,0.258,23
Ted Sizemore,Righty,70,165,28.2857142857,0.262,23
Mike Brown,Righty,74,195,31.6216216216,0.265,23
Lyman Bostock,Lefty,73,180,29.5890410959,0.311,23
Hal King,Lefty,73,200,32.8767123288,0.214,24
Ken Gerhart,Righty,72,190,31.6666666667,0.221,24
Duane Walker,Lefty,72,185,30.8333333333,0.229,24
Steve Whitaker,Lefty,72,180,30,0.23,24
'Syd O''Brien',Righty,73,185,30.4109589041,0.23,24
Eddie Leon,Righty,72,170,28.3333333333,0.236,24
Norm Miller,Lefty,70,185,31.7142857143,0.238,24
Gary Gray,Righty,72,187,31.1666666667,0.24,24
Gary Sutherland,Righty,72,185,30.8333333333,0.243,24
Bob Chance,Lefty,74,196,31.7837837838,0.261,24
Steve Ontiveros,Switch-hitter,72,185,30.8333333333,0.274,24
Curt Motton,Righty,68,164,28.9411764706,0.213,25
Lenn Sakata,Righty,69,160,27.8260869565,0.23,25
Jake Gibbs,Lefty,72,180,30,0.233,25
Bill Nahorodny,Righty,74,200,32.4324324324,0.241,25
Jerry Moses,Righty,75,210,33.6,0.251,25
Mike de la Hoz,Righty,71,175,29.5774647887,0.251,25
Tim Foli,Righty,72,179,29.8333333333,0.251,25
Mark Brouhard,Righty,73,210,34.5205479452,0.259,25
Gail Hopkins,Lefty,70,198,33.9428571429,0.266,25
John Boccabella,Righty,73,195,32.0547945205,0.219,26
Bob Coluccio,Righty,71,183,30.9295774648,0.22,26
Frank Duffy,Righty,73,180,29.5890410959,0.232,26
Ron Woods,Righty,70,168,28.8,0.233,26
Bruce Bochy,Righty,75,205,32.8,0.239,26
Bobby Brown,Switch-hitter,74,190,30.8108108108,0.245,26
Jesse Gonder,Lefty,70,180,30.8571428571,0.251,26
Mike Hershberger,Righty,70,175,30,0.252,26
Manny Jimenez,Lefty,73,185,30.4109589041,0.272,26
Jose Morales,Righty,71,187,31.6056338028,0.287,26
Gene Richards,Lefty,72,175,29.1666666667,0.29,26
Andres Mora,Righty,72,180,30,0.223,27
Chris Bando,Switch-hitter,72,195,32.5,0.227,27
Jim Traber,Lefty,72,194,32.3333333333,0.227,27
Bob Kearney,Righty,72,190,31.6666666667,0.233,27
Kurt Bevacqua,Righty,72,180,30,0.236,27
Jerry McNertney,Righty,72,180,30,0.237,27
Mike Tyson,Righty,69,170,29.5652173913,0.241,27
U LeftyWashington,Switch-hitter,71,175,29.5774647887,0.251,27
Felix Torres,Righty,71,165,27.8873239437,0.254,27
Horace Clarke,Switch-hitter,69,170,29.5652173913,0.256,27
Len Randle,Switch-hitter,70,169,28.9714285714,0.257,27
Pete LaCock,Lefty,74,200,32.4324324324,0.257,27
Joe Nolan,Lefty,71,175,29.5774647887,0.263,27
Dick Davis,Righty,75,190,30.4,0.265,27
George Vukovich,Lefty,72,198,33,0.268,27
Mike Ryan,Righty,74,205,33.2432432432,0.193,28
Danny Walton,Righty,72,195,32.5,0.223,28
Coco Laboy,Righty,70,165,28.2857142857,0.233,28
Billy Grabarkewitz,Righty,70,165,28.2857142857,0.236,28
Mike Anderson,Righty,74,200,32.4324324324,0.246,28
Rick Miller,Lefty,72,175,29.1666666667,0.269,28
Vic Correll,Righty,70,185,31.7142857143,0.229,29
Paul Householder,Switch-hitter,72,180,30,0.236,29
Rey Quinones,Righty,71,160,27.0422535211,0.243,29
Charlie James,Righty,73,195,32.0547945205,0.255,29
Joe Charboneau,Righty,74,205,33.2432432432,0.266,29
Larry Biittner,Lefty,74,205,33.2432432432,0.273,29
Bobby Wine,Righty,73,187,30.7397260274,0.215,30
Duffy Dyer,Righty,72,187,31.1666666667,0.221,30
Jim Gosger,Lefty,71,185,31.2676056338,0.226,30
Pete Mackanin,Righty,74,190,30.8108108108,0.226,30
Len Matuszek,Lefty,74,190,30.8108108108,0.234,30
Byron Browne,Righty,74,190,30.8108108108,0.236,30
Jack Brohamer,Lefty,70,165,28.2857142857,0.245,30
Dave Rader,Lefty,71,165,27.8873239437,0.257,30
Jerry Hairston,Switch-hitter,70,170,29.1428571429,0.258,30
Steve Brye,Righty,72,190,31.6666666667,0.258,30
Ed Goodson,Lefty,75,180,28.8,0.26,30
Von Joshua,Lefty,70,170,29.1428571429,0.273,30
Buck Rodgers,Switch-hitter,74,190,30.8108108108,0.232,31
Fred Kendall,Righty,73,185,30.4109589041,0.234,31
Mike Diaz,Righty,74,195,31.6216216216,0.247,31
Carl Warwick,Righty,70,170,29.1428571429,0.248,31
Ken Boswell,Lefty,72,170,28.3333333333,0.248,31
Chico Salmon,Righty,70,160,27.4285714286,0.249,31
Leron Lee,Lefty,72,196,32.6666666667,0.25,31
Joe Lefebvre,Lefty,70,170,29.1428571429,0.258,31
Dave Engle,Righty,75,210,33.6,0.262,31
David Green,Righty,75,170,27.2,0.268,31
Manny Mota,Righty,70,160,27.4285714286,0.304,31
Matty Alou,Lefty,69,160,27.8260869565,0.307,31
John Kennedy,Righty,72,185,30.8333333333,0.225,32
Joe Lis,Righty,72,175,29.1666666667,0.233,32
Clint Hurdle,Lefty,75,195,31.2,0.259,32
Mickey Brantley,Righty,70,180,30.8571428571,0.259,32
Rowland Office,Lefty,72,170,28.3333333333,0.259,32
Dave Collins,Switch-hitter,71,175,29.5774647887,0.272,32
Jesus Alou,Righty,74,190,30.8108108108,0.28,32
Al Luplow,Lefty,70,175,30,0.235,33
Ivan Murrell,Righty,74,195,31.6216216216,0.236,33
Jim Essian,Righty,74,195,31.6216216216,0.244,33
Bob Stinson,Switch-hitter,71,180,30.4225352113,0.25,33
Ed Ott,Lefty,70,190,32.5714285714,0.259,33
Walt Williams,Righty,66,165,30,0.27,33
Terry Whitfield,Lefty,73,197,32.3835616438,0.281,33
Todd Cruz,Righty,72,175,29.1666666667,0.22,34
Marc Hill,Righty,75,205,32.8,0.223,34
Ted Savage,Righty,73,185,30.4109589041,0.233,34
Mike Cubbage,Lefty,72,180,30,0.258,34
Tommy Helms,Righty,70,165,28.2857142857,0.269,34
Mike Vail,Righty,73,180,29.5890410959,0.279,34
Glenn Adams,Lefty,73,180,29.5890410959,0.28,34
Rusty Torres,Switch-hitter,70,175,30,0.212,35
Jake Wood,Righty,73,163,26.7945205479,0.25,35
R.J. Reynolds,Switch-hitter,72,190,31.6666666667,0.267,35
Al Woods,Lefty,75,190,30.4,0.271,35
Larry Stahl,Lefty,72,175,29.1666666667,0.232,36
Terry Harper,Righty,76,195,30.7894736842,0.253,36
Bill Almon,Righty,75,180,28.8,0.254,36
Charlie Moore,Righty,71,180,30.4225352113,0.261,36
Ted Uhlaender,Lefty,74,190,30.8108108108,0.263,36
Bump Wills,Switch-hitter,69,172,29.9130434783,0.266,36
Vic Davalillo,Lefty,67,150,26.8656716418,0.279,36
Damaso Garcia,Righty,73,165,27.1232876712,0.283,36
Pedro Garcia,Righty,70,175,30,0.22,37
Dave Hostetler,Righty,76,215,33.9473684211,0.229,37
Luis Aguayo,Righty,69,173,30.0869565217,0.236,37
Omar Moreno,Lefty,74,180,29.1891891892,0.252,37
Len Gabrielson,Lefty,76,210,33.1578947368,0.253,37
Floyd Rayford,Righty,70,190,32.5714285714,0.244,38
Brant Alyea,Righty,75,215,34.4,0.247,38
Benny Ayala,Righty,73,185,30.4109589041,0.251,38
Chris Brown,Righty,72,185,30.8333333333,0.269,38
Mickey Hatcher,Righty,74,200,32.4324324324,0.28,38
Frank Fernandez,Righty,72,185,30.8333333333,0.199,39
Hector Cruz,Righty,71,170,28.7323943662,0.225,39
Ed Spiezio,Righty,71,180,30.4225352113,0.238,39
Rob Wilfong,Lefty,73,180,29.5890410959,0.248,39
Jerry Grote,Righty,70,185,31.7142857143,0.252,39
Ron Hunt,Righty,72,186,31,0.273,39
Wayne Nordhagen,Righty,74,205,33.2432432432,0.282,39
Billy Cowan,Righty,72,170,28.3333333333,0.236,40
Joe Hague,Lefty,72,195,32.5,0.239,40
Bucky Dent,Righty,69,170,29.5652173913,0.247,40
Marvell Wynne,Lefty,71,175,29.5774647887,0.247,40
Jerry Royster,Righty,72,165,27.5,0.249,40
John Orsino,Righty,75,215,34.4,0.249,40
Billy Conigliaro,Righty,72,180,30,0.256,40
Billy Bryan,Lefty,76,200,31.5789473684,0.216,41
Dalton Jones,Lefty,73,180,29.5890410959,0.235,41
Freddie Patek,Righty,65,148,27.3230769231,0.242,41
Walt Bond,Lefty,79,228,34.6329113924,0.256,41
Dave Stapleton (R),Righty,73,178,29.2602739726,0.271,41
Rennie Stennett,Righty,71,160,27.0422535211,0.274,41
John Castino,Righty,71,175,29.5774647887,0.278,41
Andres Thomas,Righty,73,170,27.9452054795,0.234,42
George Wright,Switch-hitter,71,180,30.4225352113,0.245,42
Terry Crowley,Lefty,72,180,30,0.25,42
Eddie Milner,Lefty,71,173,29.2394366197,0.253,42
Craig Reynolds,Lefty,73,175,28.7671232877,0.256,42
Ron Oester,Switch-hitter,74,185,30,0.265,42
Phil Roof,Righty,74,190,30.8108108108,0.215,43
Derrel Thomas,Switch-hitter,72,160,26.6666666667,0.249,43
Rich Dauer,Righty,72,180,30,0.257,43
Art Howe,Righty,74,190,30.8108108108,0.26,43
Darryl Motley,Righty,69,196,34.0869565217,0.243,44
Bill Stein,Righty,70,170,29.1428571429,0.267,44
Bob Johnson,Righty,70,175,30,0.272,44
Sam Bowens,Righty,73,188,30.904109589,0.223,45
Roy Foster,Righty,72,185,30.8333333333,0.253,45
Jerry Turner,Lefty,69,180,31.3043478261,0.257,45
Tito Fuentes,Switch-hitter,71,175,29.5774647887,0.268,45
Craig Kusick,Righty,75,210,33.6,0.235,46
Willie Smith,Lefty,72,182,30.3333333333,0.248,46
John Stearns,Righty,72,185,30.8333333333,0.26,46
Bill Russell,Righty,72,175,29.1666666667,0.263,46
Bill Sample,Righty,69,175,30.4347826087,0.272,46
Cesar Tovar,Righty,69,155,26.9565217391,0.278,46
Larry Brown,Righty,70,160,27.4285714286,0.233,47
Lou Johnson,Righty,71,170,28.7323943662,0.258,48
Andy Etchebarren,Righty,73,190,31.2328767123,0.235,49
Dale Berra,Righty,72,180,30,0.236,49
Dave Roberts (R),Righty,75,215,34.4,0.239,49
Paul Casanova,Righty,76,180,28.4210526316,0.225,50
Joe Azcue,Righty,72,190,31.6666666667,0.252,50
Tony Solaita,Lefty,72,210,35,0.255,50
Rick Burleson,Righty,70,165,28.2857142857,0.273,50
Cesar Geronimo,Lefty,72,165,27.5,0.258,51
Al Ferrara,Righty,73,200,32.8767123288,0.259,51
Buddy Bradford,Righty,71,170,28.7323943662,0.226,52
Rich Reese,Lefty,75,185,29.6,0.253,52
Steve Braun,Lefty,70,180,30.8571428571,0.271,52
Ron Blomberg,Lefty,73,195,32.0547945205,0.293,52
Mike Hegan,Lefty,73,188,30.904109589,0.242,53
Johnny Ray,Switch-hitter,71,170,28.7323943662,0.29,53
Champ Summers,Lefty,74,205,33.2432432432,0.255,54
Cookie Rojas,Righty,70,160,27.4285714286,0.263,54
Al Bumbry,Lefty,68,170,30,0.281,54
Gary Alexander,Righty,74,195,31.6216216216,0.23,55
Clay Dalrymple,Lefty,72,190,31.6666666667,0.233,55
Gene Alley,Righty,70,160,27.4285714286,0.254,55
Bobby Knoop,Righty,73,170,27.9452054795,0.236,56
Rick Manning,Lefty,73,180,29.5890410959,0.257,56
Ron Jackson,Righty,72,200,33.3333333333,0.259,56
Barry Bonnell,Righty,75,190,30.4,0.272,56
Barry Foote,Righty,75,205,32.8,0.23,57
Paul Schaal,Righty,71,165,27.8873239437,0.244,57
Buck Martinez,Righty,70,190,32.5714285714,0.225,58
Joe Foy,Righty,72,215,35.8333333333,0.248,58
Ken Berry,Righty,72,175,29.1666666667,0.255,58
Bill Sudakis,Switch-hitter,73,190,31.2328767123,0.234,59
Adolfo Phillips,Righty,73,175,28.7671232877,0.247,59
Ron LeFlore,Righty,72,200,33.3333333333,0.288,59
Ed Brinkman,Righty,72,170,28.3333333333,0.224,60
Enos Cabell,Righty,76,170,26.8421052632,0.277,60
Dave Nicholson,Righty,74,215,34.8648648649,0.212,61
Wayne Garrett,Lefty,71,175,29.5774647887,0.239,61
Bill Schroeder,Righty,74,200,32.4324324324,0.24,61
Gary Thomasson,Lefty,73,180,29.5890410959,0.249,61
Ray Fosse,Righty,74,215,34.8648648649,0.256,61
Manny Trillo,Righty,73,150,24.6575342466,0.263,61
Mickey Rivers,Lefty,70,165,28.2857142857,0.295,61
Ellie Hendricks,Lefty,73,175,28.7671232877,0.22,62
Dave Revering,Lefty,76,210,33.1578947368,0.265,62
Jeff Newman,Righty,74,215,34.8648648649,0.224,63
Pat Putnam,Lefty,72,205,34.1666666667,0.255,63
Bake McBride,Lefty,74,190,30.8108108108,0.299,63
Wes Parker,Switch-hitter,73,180,29.5890410959,0.267,64
Lamar Johnson,Righty,74,215,34.8648648649,0.287,64
Joe Lahoud,Lefty,73,198,32.5479452055,0.223,65
Charlie Spikes,Righty,75,215,34.4,0.246,65
Lou Clinton,Righty,73,185,30.4109589041,0.247,65
Tom Grieve,Righty,74,190,30.8108108108,0.249,65
Butch Wynegar,Switch-hitter,73,190,31.2328767123,0.255,65
Manny Sanguillen,Righty,72,193,32.1666666667,0.296,65
Mike Andrews,Righty,75,195,31.2,0.258,66
Dick Dietz,Righty,73,195,32.0547945205,0.261,66
Merv Rettenmund,Righty,70,190,32.5714285714,0.271,66
Danny Cater,Righty,72,170,28.3333333333,0.276,66
Floyd Robinson,Lefty,69,175,30.4347826087,0.283,67
Art Shamsky,Lefty,73,168,27.6164383562,0.253,68
Mike Shannon,Righty,75,195,31.2,0.255,68
Ken Reitz,Righty,72,180,30,0.26,68
Steve Henderson,Righty,74,190,30.8108108108,0.28,68
Charley Smith,Righty,73,170,27.9452054795,0.239,69
John Ellis,Righty,74,225,36.4864864865,0.262,69
Glenn Hubbard,Righty,69,150,26.0869565217,0.244,70
Jerry Mumphrey,Switch-hitter,74,185,30,0.289,70
Tom Brookens,Righty,70,165,28.2857142857,0.246,71
Mike Young,Switch-hitter,74,195,31.6216216216,0.247,72
Mitchell Page,Lefty,74,205,33.2432432432,0.266,72
Andy Kosco,Righty,75,205,32.8,0.236,73
Bernie Allen,Lefty,72,175,29.1666666667,0.239,73
Ron Swoboda,Righty,74,195,31.6216216216,0.242,73
Jim Lefebvre,Switch-hitter,72,180,30,0.251,74
Tommy McCraw,Lefty,72,183,30.5,0.246,75
Ralph Garr,Lefty,71,185,31.2676056338,0.306,75
George Mitterwald,Righty,74,195,31.6216216216,0.236,76
Pat Kelly,Lefty,73,185,30.4109589041,0.264,76
Tony Horton,Righty,75,210,33.6,0.268,76
Tim Laudner,Righty,75,212,33.92,0.225,77
Don Wert,Righty,70,162,27.7714285714,0.242,77
Leroy Stanton,Righty,73,195,32.0547945205,0.244,77
Jim Dwyer,Lefty,70,165,28.2857142857,0.26,77
Milt May,Lefty,72,190,31.6666666667,0.263,77
Rich Rollins,Righty,70,185,31.7142857143,0.269,77
Otto Velez,Righty,72,170,28.3333333333,0.251,78
Julian Javier,Righty,73,175,28.7671232877,0.257,78
Leon Roberts,Righty,75,200,32,0.267,78
Phil Bradley,Righty,72,185,30.8333333333,0.286,78
Alex Johnson,Righty,72,205,34.1666666667,0.288,78
Bob Tillman,Righty,76,205,32.3684210526,0.232,79
Bert Campaneris,Righty,70,160,27.4285714286,0.259,79
Juan Beniquez,Righty,71,150,25.3521126761,0.274,79
Dick Green,Righty,70,180,30.8571428571,0.24,80
Ed Herrmann,Lefty,73,195,32.0547945205,0.24,80
Roy Howell,Lefty,73,190,31.2328767123,0.261,80
Joel Youngblood,Righty,72,180,30,0.265,80
Mike Hargrove,Lefty,72,195,32.5,0.29,80
John Bateman,Righty,75,210,33.6,0.23,81
Johnny Edwards,Lefty,76,220,34.7368421053,0.242,81
Mike Ivie,Righty,75,205,32.8,0.269,81
Roger Repoz,Lefty,75,190,30.4,0.224,82
Randy Hundley,Righty,71,170,28.7323943662,0.236,82
Bobby Darwin,Righty,74,190,30.8108108108,0.251,83
Gates Brown,Lefty,71,220,37.1830985915,0.257,84
Ray Knight,Righty,73,185,30.4109589041,0.271,84
Ed Kirkpatrick,Lefty,71,195,32.9577464789,0.238,85
Jerry Martin,Righty,73,195,32.0547945205,0.251,85
Dan Meyer,Lefty,71,180,30.4225352113,0.253,86
John Wockenfuss,Righty,72,190,31.6666666667,0.262,86
Ed Charles,Righty,70,170,29.1428571429,0.263,86
Bobby Tolan,Lefty,71,170,28.7323943662,0.265,86
Willie Crawford,Lefty,73,197,32.3835616438,0.268,86
Tom Paciorek,Righty,76,215,33.9473684211,0.282,86
Bo Diaz,Righty,71,185,31.2676056338,0.255,87
Del Unser,Lefty,73,180,29.5890410959,0.258,87
Alan Ashby,Switch-hitter,74,185,30,0.245,90
Mike Lum,Lefty,72,180,30,0.247,90
Carlos May,Lefty,71,200,33.8028169014,0.274,90
Bob Brenly,Righty,74,210,34.0540540541,0.247,91
Cito Gaston,Righty,75,190,30.4,0.256,91
Mike Davis,Lefty,74,175,28.3783783784,0.259,91
Ken Landreaux,Lefty,70,165,28.2857142857,0.268,91
Lee Lacy,Righty,73,175,28.7671232877,0.286,91
Rod Carew,Lefty,72,170,28.3333333333,0.328,92
Lee Mazzilli,Switch-hitter,73,180,29.5890410959,0.259,93
Don Buford,Switch-hitter,67,160,28.6567164179,0.264,93
Cleon Jones,Righty,72,185,30.8333333333,0.281,93
Bob Oliver,Righty,75,205,32.8,0.256,94
Mike Jorgensen,Lefty,72,195,32.5,0.243,95
Jim Sundberg,Righty,72,190,31.6666666667,0.248,95
Jerry Morales,Righty,70,155,26.5714285714,0.259,95
Dave May,Lefty,70,186,31.8857142857,0.251,96
Bernie Carbo,Lefty,71,173,29.2394366197,0.264,96
Ozzie Virgil,Righty,73,180,29.5890410959,0.243,98
Butch Hobson,Righty,73,193,31.7260273973,0.248,98
